Question,"Question Type (multiple-choice or multi-select)","Answer Option 1","Answer Option 2","Answer Option 3","Answer Option 4","Answer Option 5","Answer Option 6","Correct Response",Explanation,"Knowledge Area"
"59. Questions 58-60 are based on the following fact situation:<div>On March 1, Seller and Buyer entered into a written contract under which Seller agreed to sell his home to Buyer, and Buyer agreed to purchase the home for the sum of $60,000. The contract specified July 1 as the closing day on which Seller was to deliver the deed and Buyer was to pay the price.</div><div><br></div><div>59.&nbsp; Assume that on April 1, Seller tells Buyer that he (Seller) has changed his mind and will not convey his home to Buyer. May Buyer immediately maintain an action for damages for breach of contract?<br></div>",multiple-choice,"A.   Yes, but only if Seller has sold or contracted to sell the home to another party."," B.   Yes, because Seller's statement constituted a repudiation, giving rise to an immediate cause of action for breach of contract.","C.   No, because Seller's performance is not due until July 1 and thus there can be no breach of contract until that date.","D.   No, because Seller might retract his repudiation before July 1.",,,2,"B  An anticipatory repudiation can occur either as a result of a party's conduct or by his unequivocal statement that he will not perform. In either case, the other party may commence an action for breach of contract immediately. And he does not have to ask for assurances of performance if the repudiating party's statement is unambiguous, as it is here. When Seller advised Buyer that the home would not be conveyed, Seller's conduct constituted a clear and voluntary anticipatory repudiation. Choice A is incorrect because an anticipatory repudiation can be marked by a clear and unequivocal statement that the party is unwilling to perform, without any further action. Choice C is incorrect because when an anticipatory repudiation has occurred, the aggrieved party can commence an action even though the date for performance has not yet arrived. Finally, choice D is incorrect because the aggrieved party may commence an action immediately; she does not have to wait to see if the other party really means what he says.","Anticipatory Repudiation"
"60. Questions 58-60 are based on the following fact situation:<div>On March 1, Seller and Buyer entered into a written contract under which Seller agreed to sell his home to Buyer, and Buyer agreed to purchase the home for the sum of $60,000. The contract specified July 1 as the closing day on which Seller was to deliver the deed and Buyer was to pay the price.</div><div><br></div><div>60.&nbsp; Assume that on July 1, Seller fails to deliver or tender the deed. May Buyer successfully maintain an immediate action against Seller for damages for breach of contract?<br></div>",multiple-choice,"A.   Yes, if Buyer tendered payment on July 1.","B.   Yes, but only if Buyer actually made the payment on July 1.","C.   Yes, whether or not Buyer tendered payment or actually paid on July 1.","D.   Yes, because payment of the price by Buyer was a condition subsequent to Seller's duty to tender the deed.",,,1,"A  If the promised performances of both parties to a contract canoccur at the same time, the courts will normally require that they be performed simultaneously. The performances are then said to be conditions of each other, or concurrent conditions. Each party is expected to be ready to perform at the time designated. Normally, he manifests this by tendering his performance. The concept is used especially in contracts relating to the sale of goods and of land. Rest. 2d §234(1). Buyer's tender of payment is sufficient to establish readiness to perform on his part. The correct answer is choice A. Choice Bis incorrect because Buyer need only show an ability or readiness to perform by tendering payment (it would obviously be incongruous to require actual payment). Choice Cis incorrect. Buyer is required to tenderperformance (i.e., payment) to show that he has the ability to perform. Seller need not deliver a deed if Buyer is unprepared or unwilling to perform. Choice Dis wrong. Land contracts and title closings are the primary example of transactions involving the requirement of simultaneous performance, not alternating and dependent performances.",Performance
"61.&nbsp; On January 15, 2012, Mahica enters into a contract with Rosana in which Mahica agrees to babysit Rosana's two children on January 20, 2012, in return for $20 per hour. At the time they entered into the transaction, at Mahica's request, Rosana pays Mahica $100 for the five hours of babysitting that will take place the next day. On January 20, 2012, while babysitting, Mahica calls Rosana in good faith and explains that because both children have colds, and because it is so much more work to take care of two sick children than two healthy children, she thinks Rosana should pay her $25 per hour. Rosana agrees it is more difficult and agrees to pay the additional money. That said, when Rosana returns home after being gone for five hours, she refuses to pay Mahica the additional money. If Mahica sues Rosana, what is the likely outcome?",multiple-choice,"A.   Mahica will prevail because the babysitting contract was modified in good faith.","B.   Mahica will prevail because the babysitting contract was properly modified because of unanticipated circumstances.","C.   Rosana will prevail because the original babysitting contract could not be modified and Mahica provided no new consideration.","D.   Rosana will prevail because the babysitting job was no harder than either party reasonably expected.",,,3,"C  At common law, in order to overcome the pre-existing legal duty rule, modification without consideration requires (1) a voluntary agreement, (2) performance not to have been completed by either side, (3) unanticipated circumstances, and (4) that the modification be fair and equitable. Here, while the agreement is voluntary, due to unanticipated circumstances and fair and equitable, performance by Rosana has already taken place through the advance payment. Choice A is incorrect because good faith is the standard for a modification under the UCC. Here, babysitting is a service and the common law prevails. Choice B is incorrect because the agreement could not be modified without consideration if full performance has taken place on either side. Here, payment in full constitutes full performance of Rosanna's duties. Choice D is incorrect because both parties were in agreement that the job was harder than expected, but still the contract could not be modified absent new consideration.","Performance & Modification of Contract"
"<div>62.&nbsp; Bob owns a small shopping mall in Eureka. One winter's day, there is a big snowfall and the sidewalk and parking area are soon covered with snow. Bob sends his maintenance crew out to shovel the snow. Because he thinks that the law of Eureka requires him to clear both the sidewalk and the parking area, he tells his men to clear both. It's getting dark and the men clear both areas as well as they can in the dim light. Sally Smith walks on the sidewalk, slips on a piece of ice and breaks her leg. Also under the belief that Bob is responsible to clear the sidewalk, Sally threatens to sue Bob, who is uninsured. He agrees to pay Sally's medical bills. Sally's bills come to $15,000 and Bob refuses to pay her. He consults his lawyer, who advises him that the law in his state places the responsibility for clearing sidewalks on the municipality, not the property owner. Bob calls Sally and tells her, “We were both mistaken about the law. I'm not liable for your accident. You'll have to sue the City.”</div><div>Sally sues Bob for damages. Who will prevail?</div>",multiple-choice,"A.   Bob will prevail because his promise was not in writing.","B.   Bob will prevail because his promise was based on a mutual mistake of law.","C.   Bob will prevail because there was no consideration for his promise.","D.   Sally will prevail because Bob's promise was binding and enforceable.",,,4,"D  Sally honestly believed that she had a legal claim against Bob. She was wrong. Nonetheless, her agreement not to press the claim would be valid consideration for Bob's promise to pay her medical bills. Choice C is incorrect. Choice A is incorrect because the agreement did not have to be in writing. Choice B is plausible. The existence of consideration will not negate a defense of mutual mistake. The mistake involved here is a mistake not of fact but of law (both parties believed that the applicable law made the property owner responsible to clear snow and ice from the sidewalk). Originally, courts would not afford relief to a party claiming a mistake of law. The modern view, however, is to treat a mistake in law in the same way as any other mistake, on the theory that a mistake of law is “part of the total state of facts at that time.” Rest. 2d §151, cmt. b. This defense, however, cannot apply to settlement contracts. Uncertainty over who might prevail (either on the law or the facts) is one risk the settlement resolves. No settlement would be secure if a party could avoid the contract by pleading a mistake of fact or law pertaining to the merits of the claim or defense justified rescission. Rather, mistake applies when a mistake of law (say, a zoning ordinance) materially affects the underlying consideration (say, a land sale). It is not pertinent to mistakes concerning who is right in litigation.",Consideration
"<div>63.&nbsp; Builder was hired to reconstruct a garage behind Owner's home. The agreement was in writing. After the work was completed, Owner claimed a $2,000 adjustment because the siding used by Builder was wood and not vinyl as specified in the contract. The Builder argued that wood was longer lasting and easier to maintain, and that, if anything, Owner owed him an adjustment. Their disagreement remained unresolved until Owner learned that Builder was a fellow lodge member. He called Builder and said, “Let's call it quits.” Builder submitted a written release that Owner signed and delivered. Now Owner has learned that Builder is not a lodge brother after all. He reasserts his demand for an adjustment of $2,000.</div><div>What result if Owner sues Builder for $2,000?</div>",multiple-choice,"A.   Owner will prevail because he received no consideration for the release.","B.   Owner will prevail because he signed the release under the mistaken assumption that Builder was a lodge brother.","C.   Builder will prevail because the release is enforceable against Owner, who signed it.","D.   Builder will prevail because the release was evidence that Owner no longer claimed an adjustment.",,,3,"C  Parties to a commercial agreement often argue over the quality or scope of performance by one of the parties. To encourage settlement of these disputes, the courts will generally enforce a general release of claims given by one party to the other. This practice is recognized by the UCC. UCC §1-107 (UCC §1-306 under the 2001 revisions to article 1). Choice A is therefore incorrect: No consideration was necessary for the execution of Owner's release. However, these facts confront us with a more difficult issue: Can the party executing the release reassert his claim if the release was given under a mistake or misunderstanding? When the relationship is a commercial one, the answer is no. Sears, Roebuck & Co. v. Jardel Co. The result may be different when the relationship is noncommercial, as in the case of a release from a personal injury plaintiff to an insurance company. The correct answer is choice C. Because this was a commercial transaction, Owner cannot avoid his release because he gave it to Builder on the mistaken impression that Builder was a lodge fellow. In any event, this is probably not the kind of mistake that would justify redress to Owner. The mistake did not relate to the underlying contract or transaction but to an extraneous and collateral fact. Choice B is therefore incorrect. Choice D is wrong because it states a conclusion that is contrary to the facts.","Enforceable Contract"
"<div>64.&nbsp; Orville owes Bradford $2,500 on a note which is now due. Orville has no money and is out of a job. He approaches Bradford and tells him that the only asset he has is a seven-year-old station wagon. He offers to turn the title over to Bradford if Bradford will accept it in full payment of the note. Bradford agrees. A week goes by, and Orville has not delivered the station wagon or the title. When Bradford calls Orville, Orville says, “That was a bad deal for me. I need the wagon. You'll have to wait until I can put the money together.”</div><div>Bradford asks for your advice. You will probably tell him:</div>",multiple-choice,"A.   You can sue for the $2,500 but not the value of the car.","B.   You can sue for the $2,500 and the value of the car.","C.   You can sue for the reasonable value of the car but not the principal of the note.","D.   You can sue in the alternative for payment of the note or payment of the reasonable value of the car.",,,4,"D  The best answer is choice D. However, under an alternative interpretation of the facts, the best answer would be choice C. The solution depends on whether we are dealing with an accord and satisfaction or with a substituted agreement. In an accord and satisfaction, one party offers and the other accepts a substitute performance in the future in discharge of an existing obligation. The promise is called an executory accord. Here, the executory accord was Orville's promise to convey title to his station wagon.
            If an executory accord is made, no discharge occurs until the new terms are performed. In the meantime, the old debt or obligation is not discharged. If neither the old debt nor the promised accord is performed or satisfied, the other party has an option: he may sue on either the original obligation or on the promised accord. Rest. 2d §281. In a substituted agreement, the parties agree that the old obligation will be discharged and a new one substituted. If the substituted agreement is not performed, the aggrieved party can sue only on the new promise, not the old one. Rest. 2d §279(2). Whether a particular transaction is an accord and satisfaction or a substituted agreement depends on the intent of the parties. Here, the agreement looks, feels, and smells more like an accord and satisfaction than a substituted agreement, so we prefer choice D to choice C, which would be the correct answer if we had a substituted agreement. Choice A is wrong under either theory: A substitute would wipe out the debt, not the car; an accord would not wipe out either one. Choice B is wrong because Bradford cannot recover both, but must choose one or the other, even under an accord.","Substituted Agreement"
"65. Questions 65-67 are based on the following fact situation:<div>Barney owned a hardware store in New York. Wishing to move to a warmer climate, he entered into a written contract to buy Sampson's hardware store in Florida. The contract stated that Barney would buy Sampson's store for $125,000 “provided Barney finds a purchaser who will buy his present business for $100,000.” Prior to signing the agreement, the parties had a conversation during which they agreed that because Barney would need the money, Barney's buyer would have to pay all cash. No mention of these conversations or of the all-cash understanding is contained in the written agreement. The written agreement recites that Sampson rents the building in which his store is located, under a lease with one more year to run.</div><div><br></div><div>65.&nbsp; Assume Sampson repudiates the contract soon after signing it and before Barney has made any effort to find a buyer for his present business. Barney sues Sampson for breach of contract, and Sampson defends on the ground that his promise to sell was not supported by consideration. Will this defense succeed?</div>",multiple-choice,"A.   Yes, because Barney's promise to buy was subject to a condition within Barney's complete control and was therefore illusory.","B.   Yes, because Barney's promise to buy was still executory."," C.   No, because the court will interpret the condition of Barney's promise as requiring Barney to make a good faith effort to find a buyer for his present business."," D.   No, because Barney's promise to sell his present business was consideration for Sampson's promise to sell his business to Barney.",,,3,"C  If a promise is conditioned on the occurrence of an event that is within the exclusive or partial control of one party, most modern courts will imply an obligation on the part of the promisor to use his best efforts to make the event happen. Barney must make at least a good faith effort to locate a purchaser for his business. If he fails to do so, Sampson can successfully assert a breach of contract claim. Choice C is the right answer. Choice D is not the best answer, although it correctly states that a promise contingent on the occurrence of some event will satisfy the requirement of consideration. Choice C is a better answer than choice D because even though we find consideration, we must subsequently analyze what effect Barney's unwillingness to find a buyer would have on Sampson's promise. Choice A is incorrect because the court will read into the condition (because it is within Barney's control) the obligation to use his best efforts to find a buyer. Choice B is not correct. The fact that a promise is executory does not mean that it fails to supply consideration.",Consideration
"66. Questions 65-67 are based on the following fact situation:<div>Barney owned a hardware store in New York. Wishing to move to a warmer climate, he entered into a written contract to buy Sampson's hardware store in Florida. The contract stated that Barney would buy Sampson's store for $125,000 “provided Barney finds a purchaser who will buy his present business for $100,000.” Prior to signing the agreement, the parties had a conversation during which they agreed that because Barney would need the money, Barney's buyer would have to pay all cash. No mention of these conversations or of the all-cash understanding is contained in the written agreement. The written agreement recites that Sampson rents the building in which his store is located, under a lease with one more year to run.</div><div><br></div><div>66.&nbsp; Assume that Barney makes a diligent effort to find a buyer for his business, but the only willing buyer has only $20,000 in cash and wants Barney to take back an $80,000 mortgage. Barney calls Sampson and says, “I've got a buyer but I can't buy your business because I won't have enough cash. I'm sorry, I tried to find an all-cash buyer as we agreed orally, but no one has come forward. I won't be able to close our deal.” Sampson reminds Barney that the conversations about an all-cash buyer were not incorporated in the written contract and that since Barney has found a willing buyer, he's got to go ahead with the deal. Barney refuses and Sampson sues Barney. What result?<br></div>",multiple-choice,"A.   Sampson wins because the written agreement was a total integration of the parties' agreement.","B.   Barney wins because the written agreement was only a partial integration of the parties' agreement.","C.   Sampson wins if the judge decides that the written agreement was a partial integration of the parties' agreement.","D.   Barney wins if the judge decides that the written agreement was a partial integration of the parties' agreement.",,,4,"D  The parties to a written agreement usually engage in extensive oral discussions and negotiations before they sign the agreement. Once the agreement is signed, the parol evidence rule operates to exclude any evidence of these oral discussions that differ from the writing. The assumption is that the written agreement represents the final expression of the parties' intent. If it does, the agreement is deemed a total integration. If, on the other hand, the agreement is not intended to include all the details of their agreement, the agreement is deemed a partial integration. In the latter case, evidence of a prior oral understanding may be admitted if it does not contradict a term of the agreement. The judge, not the jury, will usually determine whether the agreement is a partial or total integration. The best answer on these facts is choice D. If the judge decides the agreement was a partial integration — a logical conclusion when we consider that the writing specified only a total price without dealing with the distribution of the price between cash and mortgage — then Barney will be able to introduce the oral understanding and win. Choice C is wrong because a decision that the agreement was a partial integration is not helpful to Sampson's case. Choice A is wrong because it offers only an objective test of whether we are dealing with a total integration or a partial integration. The issue to be resolved is the intent of the parties, and that can be determined only by the judge after hearing the evidence. Choice B is wrong for the same reason. (Note: Two other theories, not offered in any of the answers, might be tried. One argues that the agreement should be re-formed to include the condition that Barney's business be sold entirely for cash. The other argues that the agreement, though totally integrated, was conditioned on an event that did not occur. The theory is weak because the condition was included in the writing. Thus, arguing that the entire writing became effective only if the condition occurred is less persuasive.)","Parol Evidence Rule"
"67. Questions 65-67 are based on the following fact situation:<div>Barney owned a hardware store in New York. Wishing to move to a warmer climate, he entered into a written contract to buy Sampson's hardware store in Florida. The contract stated that Barney would buy Sampson's store for $125,000 “provided Barney finds a purchaser who will buy his present business for $100,000.” Prior to signing the agreement, the parties had a conversation during which they agreed that because Barney would need the money, Barney's buyer would have to pay all cash. No mention of these conversations or of the all-cash understanding is contained in the written agreement. The written agreement recites that Sampson rents the building in which his store is located, under a lease with one more year to run.</div><div><br></div><div><div>67.&nbsp; Assume the agreement makes no mention of Sampson's lease. Barney refuses to perform his promise to buy Sampson's business, and Sampson sues. Barney defends on the ground that after the contract was signed the parties orally agreed that Barney's obligation to buy was conditioned on Barney's obtaining a five-year extension of Sampson's lease, and that Sampson has been unsuccessful in his efforts to obtain an extension from the landlord. Sampson objects to the admission of any evidence about the oral agreement.</div><div><br></div><div>Which of the following arguments can Barney make to support his evidence?</div></div>",multiple-choice,"A.   The evidence is offered to clear up an ambiguity in the writing.","B.   The evidence is offered to show a subsequent modification of a written contract.","C.   Without the modification, the written agreement would be unconscionable.","D.   The evidence is offered to establish a constructive condition to Barney's performance of the agreement.",,,3,"C  Under these facts, Barney's best argument is probably that the agreement as written is unconscionable. The courts will not enforce an agreement that is so one-sided as to be essentially unfair. Both the Restatement (Second) of Contracts and the UCC make provision for rejection of an unconscionable agreement. Rest. 2d §208; UCC §2-302(1). Several facts make performance of this agreement by Barney unfair: (1) He is being forced to sell an existing business; (2) he has to move to a new city; (3) he has to pay more for Sampson's business than his own business is worth; (4) Sampson is the one who has failed to negotiate a new lease; and (5) he has no assurance that his new business will be allowed to remain in its present location, or, indeed, be able to find a new location. Under these circumstances, the court can easily help Barney to be relieved of his bad bargain by re-forming the agreement to conform to the oral modification. Gianni Sport Ltd. v. Gantos. Choice B is arguably as good an answer. Most oral modifications of written agreements will be enforced without consideration, but there is always the risk that the court will insist on some showing of consideration, especially where the contract as written contains no reference to Sampson's lease. Choice A is wrong because there is no ambiguity in the writing as described. Choice D is not the best answer. Under some circumstances, the court will impose a condition as a matter of law to ensure fairness. However, constructive conditions are not normally used to impose new terms on the parties.",Defenses
"<div>68.  Jill Mills was anxious to improve the landscaping on her palatial estate. She consulted with Jack Sprat, a local landscaper who agreed to plant three large beech trees on her property. Jill agreed to pay Jack $10,000 on completion of the work. When the work was finished, Jill inspected the trees and complained that they were planted too deep and would not survive. She refused to pay Jack. After much argument, Jack agreed that he would wait for payment for 12 months. In the meantime, he would water and feed the trees regularly to make sure they lived through the year. After two months, Jack agreed to do all the landscaping for a large local golf course and stopped looking after Jill's trees.</div><div>What result if Jack sues Jill?</div>",multiple-choice,"A.   Jack will recover nothing because the original agreement was supplanted by the compromise agreement.","B.   Jack's suit will be dismissed as premature.","C.   Jack will recover $10,000, less the cost to Jill of maintaining the trees for the balance of the year.","D.   Jack will recover nothing because he breached the compromise agreement.",,,2,"B  The best answer is choice B. The facts we are given show only that the parties had a dispute and that they resolved their dispute in a modification that involved two basic ingredients: a promise by Jack to perform additional services in caring for the trees, and his agreement to wait for payment until the end of the year. These facts create neither an accord and satisfaction (i.e., an agreement to give a new performance in exchange for an old one) nor a substituted agreement (i.e., an agreement to perform a different duty in satisfaction of an existing one), but simply the modification of an existing contract by a change in terms.Amodification of an existing contract is enforceable without consideration even if it benefits only one party. UCC §2-209(1). Under these facts, Jill could reasonably ask for the modification to which Jack agreed. Because one of the modifications was a delay in payment for a period of one year, Jack's suit is premature. If, however, Jill repudiated the contract, choice Bwould not be correct. Choice Ais wrong because the original agreement was not supplanted. We do not have a substituted agreement, but the modification of an existing one. In addition, the modification did not eliminate Jack's right to compensation, but merely delayed it for a year. Choice Cis wrong because we cannot measure Jack's remedy at this time. If the trees do not survive, Jack may recover nothing. If they all survive, Jack's failure to water them may cause no damage to Jill. If only some of them survive, his recovery will have to be calculated. Choice Dis an arguable answer, but it is not as good as choice B. Even though Jack has not performed the modifications, his failure may not be material. If all the trees survive after one year despite Jack's failure to perform the modifications, he will probably be entitled to the agreed price of $10,000.",Remedies
"<div>69.  Scents, Inc. contracts with Aroma Corp. to supply all of Aroma's oils for one year at $25 a container. Scents delivers in the first month and then sends a letter to Aroma advising it that it has assigned all rights and obligations under the contract to Parfumco, which joins in the letter and confirms the assignment. Aroma consults you as its attorney and asks you what steps it can take to protect itself.</div><div>What is the best advice you can give Aroma?</div>",multiple-choice,"A.   Notify Scents that you do not accept the assignment and will continue to look to it for performance.","B.   Notify Scents that it has breached the agreement by making the assignment.","C.   Send a copy of the agreement to Parfumco and ask it to reconfirm the terms.","D.   Write to Parfumco demanding assurances of its ability to perform.",,,4,"D  An “assignment of rights and obligations” operates both as an assignment and a delegation. An assignment is a transfer of rights; a delegation is a transfer of duties. UCC §2-210(5) (UCC §2-210(3) under the 2003 revisions to article 2). Here, Scents transferred both to Parfumco. All contract rights are assignable unless the assignment materially increases the risks to the obligor, in this case, Aroma. Rest. 2d §317(2). The facts here involve a requirements contract: Aroma contracted with Scents for all its oils for a period of one year. Before the UCC, requirements contracts were not assignable. The UCC now recognizes such assignments under the proper circumstances. UCC §§2-306(1), 2-210(2) (UCC §2-210(1)(a) under the 2003 revisions to article 2).
            The assignment from Scents to Parfumco was therefore valid without the consent or acknowledgment of Aroma. Choice Ais not the best answer because there is no inherent right in the obligor to prevent an assignment. Choice Bis wrong for essentially the same reason. Scents had a right to assign and did not breach the agreement with Aroma by assigning; the agreement did not contain a no-assignment clause, and prohibitions against assignment are frowned on anyway. If Aroma suspects that Parfumco cannot or will not perform as well as Scents and that the risks to it will be increased unacceptably, it can ask for assurances because the assignment is coupled with a delegation. UCC §§2-210(5), 2-609 (UCC §2-210(2)(c) under the 2003 revisions to article 2). Failure of Parfumco to give adequate assurances will entitle Aroma to cancel the agreement. Choice Dis therefore the best answer. Choice Cis not the correct answer because, on the facts, Parfumco had already confirmed the assignment in writing.",Assignments
"<div>70.  OSI is in the business of supplying live plants and flowers to decorate office building lobbies and atriums. Peckendorf owns 40 large office buildings in Manhattan and contracts with OSI to supply all its needs for live flowers for one year at $25,000 per month. OSI delivers on schedule for two months. At the end of the second month, it receives a notice from Iris Nurseries, its source of live flowers, advising OSI that Iris must suspend all deliveries because of a storm that has wiped out its flower beds. OSI can get the flowers from a nursery in Holland for $7,500 per month more than it would pay Iris. At that price, OSI will lose $7,500 per month, a loss that may cause it to fail. OSI notifies Peckendorf that it cannot make any further deliveries without an increase of $9,000 per month. Peckendorf refuses to adjust the contract, and OSI makes no further deliveries. Peckendorf purchases the flowers from another supplier and sues OSI.</div><div><br></div><div>What result?</div>",multiple-choice,"A.   Peckendorf will prevail because OSI can order the flowers from Holland.","B.   OSI will prevail because the subject matter of the contract was destroyed.","C.   Peckendorf will prevail because OSI breached the agreement.","D.   OSI will prevail because the loss to it was extreme and unforeseeable.",,,4,"D  The facts illustrate the difference between two types of circumstances, each of which can operate to relieve a party from performing the terms of a contract. The first arises when the contract calls for delivery of particular goods and the goods are destroyed. When this happens, the contract is discharged if the goods are essential to the contract. On these facts, we have to ask two questions: Were the live flowers essential to the contract? And were flowers from Iris the subject matter of the contract? The answer to the first question is yes, but the answer to the second question has to be no. The flowers from Iris were not the subject matter of the contract. The contract did not specify a particular source for the flowers. Many suppliers have live flowers, and OSI's duty was not to deliver the Iris flowers, but to deliver live flowers from any reasonable source. UCC §2-615. Choice Bis therefore wrong. The other circumstance that will relieve a party of its duty to perform is impracticability.
            Impracticability is akin to impossibility, but different enough to suggest a different result in this case. It was not impossible for OSI to perform, but it was impracticable (i.e., performance would be too costly and might jeopardize OSI's very existence). The modern view is to permit discharge under these circumstances. The cost increase must be extreme, must not be foreseeable, and must not be implicit in the contract. Rest. 2d §261, cmt. d; UCC §2-615. The increase in price may not be enough by itself to justify discharge, but the threat to OSI's very existence probably is. Choice Dis the best answer. Choice Ais wrong under our analysis of the facts because OSI is excused from performing. Choice Cis not the best answer; although it is one way of restating the nature of the event confronting OSI, it doesn't help us to analyze the subtleties involved.","Requirements Contract"
"<div>71.  Homeowner and Contractor agree in writing to the construction of a new free-standing garage on Homeowner's property. The finished price is $15,000, payable in four progress installments of $1,000 each; the balance of $11,000 is payable on completion. Contractor builds the garage, receives the four installments, and demands the balance of $11,000. On final inspection, Homeowner's architect advises him that some of the material on the roof of the garage does not meet local requirements. The cost to remove and replace the material is $4,000. Homeowner asks Contractor to do the repair work, but Contractor refuses, insisting on the full sum.</div><div><br></div><div>If Contractor sues Homeowner, the most likely result is that</div>",multiple-choice,"A.   Contractor will recover judgment for $11,000.","B.   Contractor will recover judgment for $7,000.","C.   Contractor will lose because the construction did not conform to local requirements.","D.   Contractor will recover nothing until he has removed and replaced the defective material.",,,2,"B  These facts involve a dispute between the two parties over the completion of a building contract. The issue is the measure of damages following a dispute over performance. Because we are told that an architect has certified a defect in performance, we have to conclude that the defect did occur and that Contractor was in breach. Unless the breach is material, Contractor can recover on the contract, but the balance due will be offset by any damages the breach caused Homeowner. (If the breach was material, Homeowner might elect to cancel the contract, in which case Contractor could not sue on the contract, but must instead recover in quasi-contract for the fair market value of the services performed, less any damages to Homeowner.) Because the breach does not seem to be material, the measure of damage is the contract price, less the damages for defendant's breach. If the architect's estimate is correct, Contractor's recovery will be $7,000, the difference between the contract price and the cost to Homeowner of replacing the wrong material. Choice Ais wrong because it does not compensate Homeowner for the cost of correcting Contractor's breach. Choice Cis wrong because the result would be to confer a windfall on Homeowner. Choice Dis wrong. The defect here is a breach of Contractor's duty, not the failure of a condition. Unless the breach is material, which it does not appear to be, Homeowner must perform and seek damages rather than withhold performance.",Remedies
"<div>72.  On December 20, Carl, owner of Carl's Coffee Shop, entered into a written contract with Dan, owner of Dan's Doughnut Factory, under which Carl agreed to purchase his doughnut requirements from Dan for the next calendar year. The contract provided that “Carl shall have no obligation to receive any specified quantity of doughnuts, but only all his daily requirements” and that Dan “agrees to supply such requirements” at the fixed price per dozen specified in the contract, “cash on delivery.” During the year in which the contract was made, Carl's requirements of doughnuts for his coffee shop averaged approximately 50 dozen per week. In May of the next calendar year, Carl sold Carl's Coffee Shop to Ed, assigning his rights and delegating his duties under the contract with Dan to Ed. Ed has several coffee shops and has a history of increasing the volume of business wherever he goes. When Dan was notified of the sale, he refused to supply doughnuts to Ed for Carl's Coffee Shop.</div><div><br></div><div>What are Ed's rights, if any, against Dan?</div>",multiple-choice,"A.   Ed has no rights against Dan.","B.   Ed is entitled to have Dan supply Ed's requirements of doughnuts for Carl's Coffee Shop, but not in a quantity unreasonably disproportionate to Carl's normal requirements before he sold to Ed.","C.   Ed is entitled to have Dan supply whatever quantity of doughnuts Ed may order for Carl's Coffee Shop, but Ed is free to buy doughnuts elsewhere.","D.   Ed is entitled to have Dan supply whatever requirements of doughnuts Ed may have for Carl's Coffee Shop.",,,2,"B  An assignee ordinarily stands in the shoes of his assignor with respect to the original contract. Since Ed was Carl's assignee under a continuing contract, he was entitled to have Dan render performance to him. Choice Cis incorrect because Ed, having assumed Carl's obligations, would be obliged to purchase his requirement of doughnuts from Dan. Choice Dis incorrect because a vendee under a requirements contract may not require an amount that is unreasonably disproportionate to comparable prior requirements. Finally, choice Ais incorrect because Ed has only those rights that Carl had against Dan under the original contract.","Third Party Beneficiary"
"<div>73.  Roland wishes to build the finest yacht in Largo Harbor. He contracts with Harpo, who agrees to build the yacht for $125,000. Harpo expects to make a profit of $25,000. He buys all the materials he needs for $40,000 and stores them at the yacht basin. The storage cost is $5,000. Roland calls Harpo one morning before the work begins and tells him he's changed his mind and is going to buy a plane instead. Harpo ponders his alternatives and discusses them with you. He tells you that if he sells the materials, he will recover only $30,000, but if he finishes the yacht, he is likely to sell it for $120,000. He asks you for your advice as to the course of action that will put him in the best position to recover his losses from Roland.</div><div><br></div><div>What should you advise Harpo?</div>",multiple-choice,"A.   Sell the materials and sue Roland for expectation damages.","B.   Sell the materials and sue Roland for reliance damages.","C.   Sell the materials and sue Roland in restitution.","D.   Build and sell the yacht and sue Roland for consequential damages.",,,1,"A  As Harpo's attorney, your responsibility is not only to guide him to the maximum possible recovery but also to prevent him from actions that may ultimately work to his disadvantage or detriment. Choice D is the only choice that contemplates the completion of the yacht in an effort to improve Harpo's position. It is a course of action that is covered under the UCC. UCC §§2-703, 2-704(2). The UCC recognizes the right of a reasonable seller to complete the manufacture of an article and resell it in the event of a breach by the buyer. However, under these facts, which tell us that construction has not begun and that the resale price is purely speculative, it would not be advisable for Harpo to proceed with construction. Choice Dis not the best answer. The other three choices all anticipate that Harpo will sell the materials for $30,000 and sue Roland for damages. What is the best measure of his damages? Choice Cis not the best answer. Restitution is available only when the plaintiff has performed a part of the contract and conferred some benefit on the defendant. In other words, the plaintiff's restitution interest is the value to the defendant of the plaintiff's performance. Rest. 2d §370. Here, Roland has received no benefit, and restitution is not the best theory to proceed on. Choice Bis incorrect because the UCC does not provide a separate remedy based on reliance. Both UCC §§2-706 and 2-708 (the basic remedies for repudiation) start by allowing buyer to recover the contract price, then subtract resale price (here, salvage value) and costs saved (here, the expense of finishing construction of the yacht). This at least will include recovery for expenses, but allows (almost requires) Harpo to try to prove that a profit would have remained after accounting for savings. Rather than give up now, Harpo should try to prove expenses. Choice Ais the best answer. It may be difficult to prove how much Harpo saved by not completing the yacht (since construction has not begun, it is almost impossible to calculate all of Harpo's costs at this time). Still, Harpo has the cost projections he used to compute the price, which serve as some basis for proving savings. Harpo's profit is somewhat speculative. Still, choice Acomports best with the damage formulations allowable under the UCC and with Harpo's best interests.",Remedies
