Question,"Question Type (multiple-choice or multi-select)","Answer Option 1","Answer Option 2","Answer Option 3","Answer Option 4","Answer Option 5","Answer Option 6","Correct Response",Explanation,"Knowledge Area"
"75. In 1979, County enacted a valid ordinance requiring that within one year from the date of enactment, all billboards had to be removed from property not zoned for commercial use. The ordinance provided for com- pensation to owners of billboards that were removed. Adco maintained billboards on property in a rural area zoned exclusively for home use. Paul purchased a lot in the area. One of Adco’s billboards blocked the view of a nearby lake from Paul's lot- Paul anticipated that the billboard would soon be removed and made plans to erect a modern ranch house on his lot. At the expiration of the one-year period Adco had not removed the billboard.

lf Paul asserts a claim against Adco, based on nuisance, will Paul prevail?",multiple-choice,"No, because Paul knew the billboard existed when he purchased his lot.","No, because only the public authorities can assert a claim based on violation of the ordinance.","Yes, because the continued maintenance of the billboard violates the ordinance.","Yes, because Paul will suffer special harm from the continued maintenance of the billboard.",,,4,,Torts
"76. Questions 76-77 are based on the following fact situation!

When Dave saw his girlfriend Sally walking down the street holding hands with Abel, he was infuriated- Dave drove to Sally's house, hid in the bushes and waited. A short time later, Dave saw Abel and Sally sitting at the kitchen table drinking coffee. Still angry, Dave went to his car and got a pistol. When he returned, Abel and Sally were still seated at the kitchen table. Intending to scare Abel by shooting in his direction, Dave tired through the window.

If the bullet from Dave's pistol missed Abel but struck the coffee cup Abel was holding, which of the follovving crimes did Dave commit?

I. Battery.
II. Assault with a deadly weapon.
III. Attempted murder.",multiple-choice,"I only.","I and II but not III.","II and III but not I.","I, II and 111.",,,2,,Crime
"77. Questions 76-77 are based on the following fact situation!

When Dave saw his girlfriend Sally walking down the street holding hands with Abel, he was infuriated- Dave drove to Sally's house, hid in the bushes and waited. A short time later, Dave saw Abel and Sally sitting at the kitchen table drinking coffee. Still angry, Dave went to his car and got a pistol. When he returned, Abel and Sally were still seated at the kitchen table. Intending to scare Abel by shooting in his direction, Dave tired through the window.

If the bullet from Dave's pistol struck and killed Abel, the most serious crime Dave committed is:",multiple-choice,"murder, ﬁrst degree.","murder, second degee.","voluntary manslaughter.","involuntary manslaughter.",,,2,,Crime
"78. Questions 78-81 are based on the following fact situation.

Youth is a 17-year-old boy who has been buying and selling bicycles since he was eleven. Teller is a 25 year old bank teller who has never bought a bicycle before. Teller asked Youth if he had a bicycle to sell. Youth showed Teller a bicycle with a crack in the frame. Teller asked if the crack would impair the bicycle's utility, and Youth said, “Not a bit.” In fact, the crack would probably cause the frame to collapse under very little strain. Youth knew this, but Teller did not. Teller said, “Very well, I’ll pay you $100 for the bicycle and pick it up tomorrow."" They signed a uniting, prepared by Youth, that purported to memorialize the terms of their agreement. Later that day Teller learned that the crack would probably cause the frame to collapse under very little strain.

If Teller told Youth he would not accept the bicycle and Youth asserted a claim against Teller for damages for breach of contract, who will prevail?
",multiple-choice,"Teller, because Youth is a minor and lacks capacity to contract.","Teller, because he relied on a material misrepresentation.","Youth, because the contract is voidable only at Youth's election.","Youth, because Teller‘s reliance on Youth’s statement was not reasonable.",,,2,,Contracts
"79. Questions 78-81 are based on the following fact situation.

Youth is a 17-year-old boy who has been buying and selling bicycles since he was eleven. Teller is a 25 year old bank teller who has never bought a bicycle before. Teller asked Youth if he had a bicycle to sell. Youth showed Teller a bicycle with a crack in the frame. Teller asked if the crack would impair the bicycle's utility, and Youth said, “Not a bit.” In fact, the crack would probably cause the frame to collapse under very little strain. Youth knew this, but Teller did not. Teller said, “Very well, I’ll pay you $100 for the bicycle and pick it up tomorrow."" They signed a uniting, prepared by Youth, that purported to memorialize the terms of their agreement. Later that day Teller learned that the crack would probably cause the frame to collapse under very little strain.

Assume that Teller had said to Youth, ""1 know the crack can cause a problem, but that's all right. I can have it welded and it will work well enough"". 1f Teller then demands the bicycle, but Youth refuses, saying he has changed his mind about selling, and Teller asserts a claim against Youth for damages for refusing to deliver the bicycle, who will prevail?",multiple-choice,"Teller, because he has waived his right to avoid the agreement.","Teller, because even a minor is responsible for his misrepresentations.","Youth, because as a minor he can avoid liability on an executory contract.","Youth, because Teller could not waive his right to avoid the agreement.",,,3,,Contracts
"80. Questions 78-81 are based on the following fact situation.

Youth is a 17-year-old boy who has been buying and selling bicycles since he was eleven. Teller is a 25 year old bank teller who has never bought a bicycle before. Teller asked Youth if he had a bicycle to sell. Youth showed Teller a bicycle with a crack in the frame. Teller asked if the crack would impair the bicycle's utility, and Youth said, “Not a bit.” In fact, the crack would probably cause the frame to collapse under very little strain. Youth knew this, but Teller did not. Teller said, “Very well, I’ll pay you $100 for the bicycle and pick it up tomorrow."" They signed a uniting, prepared by Youth, that purported to memorialize the terms of their agreement. Later that day Teller learned that the crack would probably cause the frame to collapse under very little strain.

Assume the writing purported to describe the bicycle by serial number, but Youth mistakenly inserted serial number 100B, the number of another bicycle in his possession, instead of number 100A, the number of the bicycle being sold. No one noticed the error until the time of delivery. The bicycle designated by serial number 100B is the same model as the one Teller agreed to buy, but does not have a cracked frame. Youth delivered the bicycle with the cracked frame, serial number 100A, but Teller refused to accept it. Thereupon Youth tendered the sound bicycle, serial number 100B, which Teller also refused to accept.

If Youth asserts a claim against Teller for damages for breach of contract to accept the bicycle with serial number 100B, who will prevail?
",multiple-choice,"Youth, because the parol evidence rule bars evidence that the bicycle identified in the writing is not the one Teller agreed to accept.","Youth, because the bicycle identified in the writing is a fair exchange for $100, while the bicycle with the cracked frame was not.","Teller, because parol evidence is admissible to show that he never agreed to accept the bicycle identified as 100B.","Teller, because the writing was not a sufficient memorandum to satisfy the statute of frauds.",,,3,,Contracts
"81. Questions 78-81 are based on the following fact situation.

Youth is a 17-year-old boy who has been buying and selling bicycles since he was eleven. Teller is a 25 year old bank teller who has never bought a bicycle before. Teller asked Youth if he had a bicycle to sell. Youth showed Teller a bicycle with a crack in the frame. Teller asked if the crack would impair the bicycle's utility, and Youth said, “Not a bit.” In fact, the crack would probably cause the frame to collapse under very little strain. Youth knew this, but Teller did not. Teller said, “Very well, I’ll pay you $100 for the bicycle and pick it up tomorrow."" They signed a uniting, prepared by Youth, that purported to memorialize the terms of their agreement. Later that day Teller learned that the crack would probably cause the frame to collapse under very little strain.

Assume the same facts as in the preceding item, except that at the time the writing was signed, Teller knew that the wrong serial number had been inserted in the writing. Teller demanded the bicycle identified in the writing as 100B, but Youth refused to deliver it.

If Teller asserts a claim against Youth for damages for breach of contract for refusing to deliver the bicycle with serial number 100B, who will prevail?",multiple-choice,"Youth, because there was a mutual mistake.","Youth, because there was no agreement to sell the bicycle identified in the writing as serial number 100B.","Teller, because the mistake was unilateral on Youth’s part.","Teller, because the parol evidence rule bars evidence that the bicycle identified in the uniting as number 100B is not the one Youth agreed to sell.",,,2,,Contracts
"82.  Purchaser paid Vendor $50,000 for a deed to a parcel of land in reliance on Vendor's statement that the land was free from encumbrances. Vendor knew that the land Was subject to a recorded and unsatisfied mortgage of $15,000. The land, subject to the encumbrance, was worth $55,000 and, if unencumbered, would have been worth $70,000.

If Purchaser asserts a claim for damages against Vendor, will Purchaser prevail?
",multiple-choice,"Yes, because the land would have been worth $70,000 if unencumbered.","Yes, unless a reasonable person in Purchaser’s position could have discovered the mortgage before purchase.","No, because the land, subject to the mortgage, was worth more than purchaser paid for it.","No, if Vendor is willing to return Purchaser‘s money and cancel the transaction.",,,1,,Contracts
"83. Questions 83-86 are based on the following fact situation.

Driver was operating his auto at a negligently excessive speed. As a result, he lost control and hit Walker, a pedestrian on the sidewalk along the road.' Pat, age 13, arrived at the scene several minutes later. Pat saw that Walker was in obvious need of medical attention, so she ran into the ground ﬂoor lobby of Highrise, a nearby apartment building owned by Realty, to telephone for help. There was no telephone in the lobby, so Pat dashed through a door marked “Stairs” and up a concrete stairway leading to the second floor. She did not see a skateboard lying on the second-ﬂoor landing. She tripped over the skateboard, fell and fractured an ankle. Prior to the accident, neither. Realty’s resident manager nor the maintenance staff employed by Realty at Highrise had known that the skateboard was on the landing.

If Pat asserts a claim against Driver based on negligence and Driver does not raise the issue of contributory negligence will Pat prevail?",multiple-choice,"Yes, because Pat’s attempt to telephone for help was foreseeable.","Yes, because the skateboard was a “set stage.""","No, because Pat was not in the zone of impact danger.","No, because the presence of the skateboard on the landing was a superseding cause.",,,1,,Torts
"84. Questions 83-86 are based on the following fact situation.

Driver was operating his auto at a negligently excessive speed. As a result, he lost control and hit Walker, a pedestrian on the sidewalk along the road.' Pat, age 13, arrived at the scene several minutes later. Pat saw that Walker was in obvious need of medical attention, so she ran into the ground ﬂoor lobby of Highrise, a nearby apartment building owned by Realty, to telephone for help. There was no telephone in the lobby, so Pat dashed through a door marked “Stairs” and up a concrete stairway leading to the second floor. She did not see a skateboard lying on the second-ﬂoor landing. She tripped over the skateboard, fell and fractured an ankle. Prior to the accident, neither. Realty’s resident manager nor the maintenance staff employed by Realty at Highrise had known that the skateboard was on the landing.

If Pat asserts a claim against Driver based on negligence, and Driver claims Pat was contributorily negligent, which of the following facts should be taken into account in determining whether Driver will prevail on that issue?

I. Pat was 13 years of age.
II. Walker was in obvious need of medical attention.
III. Pat did not see the skateboard on the landing.",multiple-choice,"1, II and III.","I and II but not III.","I and 111 but not 11.","II and 111 but not I.",,,1,,Torts
"85. Questions 83-86 are based on the following fact situation.

Driver was operating his auto at a negligently excessive speed. As a result, he lost control and hit Walker, a pedestrian on the sidewalk along the road.' Pat, age 13, arrived at the scene several minutes later. Pat saw that Walker was in obvious need of medical attention, so she ran into the ground ﬂoor lobby of Highrise, a nearby apartment building owned by Realty, to telephone for help. There was no telephone in the lobby, so Pat dashed through a door marked “Stairs” and up a concrete stairway leading to the second floor. She did not see a skateboard lying on the second-ﬂoor landing. She tripped over the skateboard, fell and fractured an ankle. Prior to the accident, neither. Realty’s resident manager nor the maintenance staff employed by Realty at Highrise had known that the skateboard was on the landing.

If Pat asserts a claim against Realty based on negligence and Realty does not raise the issue of assumption of risk, the likely result is Pat will
",multiple-choice,"prevail, because Realty's employees had a duty to discover and remove the skateboard.","prevail, because the risk created by Realty‘s failing to provide a public telephone in the lobby of Highrise outweighed the utility of such conduct.","not prevail, if a tenant of Highrise had left the skateboard on the landing just prior to Pat’s fall.","not prevail,‘because Pat was a trespasser on Realty's property when she fell.",,,3,,Torts
"86. Questions 83-86 are based on the following fact situation.

Driver was operating his auto at a negligently excessive speed. As a result, he lost control and hit Walker, a pedestrian on the sidewalk along the road.' Pat, age 13, arrived at the scene several minutes later. Pat saw that Walker was in obvious need of medical attention, so she ran into the ground ﬂoor lobby of Highrise, a nearby apartment building owned by Realty, to telephone for help. There was no telephone in the lobby, so Pat dashed through a door marked “Stairs” and up a concrete stairway leading to the second floor. She did not see a skateboard lying on the second-ﬂoor landing. She tripped over the skateboard, fell and fractured an ankle. Prior to the accident, neither. Realty’s resident manager nor the maintenance staff employed by Realty at Highrise had known that the skateboard was on the landing.

If Pat asserts a claim against Realty based on negligence for failing to remove the skateboard and if Realty claims that Pat assumed the risk, will Realty prevail on that issue?",multiple-choice,"Yes, because Pat dashed up the stairway.","Yes, if Pat should have seen the skateboard.","No, because Pat was 13 years of age.","No, because Pat did not see the skateboard.",,,4,,Torts
"87. Questions 87-90 are based on the following fact situation.

Wimp wanted to punish Vic, his enemy. Wimp wrote a note, intended for Tough, reminding Tough he owed Wimp a favor and asking him to administer a heating to Vic, but cautioning him to be careful so as not to cause Vic's death. Wimp left the unaddressed note at
Tough‘s apartment. Unknown to Wimp, Tough was out of town. Tough‘s roommate, Ready, discovered the note and read it. Because Ready also owed Wimp a favor, he thought the note was intended for him. He went out immediately to look for Vic. In the meanwhile, Tough telephone Wimp from a distant city and Wimp told Tough what he wanted done to Vic. Tough agreed to administer the beating when he returned a month later. That same night Ready found Vic and beat him viciously. The next day Vic died from the beating.

Did Wimp commit the crime of soliciting Ready to do an unlawful act?",multiple-choice,"Yes, because Wimp asked that a beating be administered to Vic.","Yes, because Ready acted on the request in Wimp‘s note.","No, because Wimp did not intend that Ready do the beating.","No, unless Ready reasonably believed the note was intended for him.",,,3,,Crime
"88. Questions 87-90 are based on the following fact situation.

Wimp wanted to punish Vic, his enemy. Wimp wrote a note, intended for Tough, reminding Tough he owed Wimp a favor and asking him to administer a heating to Vic, but cautioning him to be careful so as not to cause Vic's death. Wimp left the unaddressed note at
Tough‘s apartment. Unknown to Wimp, Tough was out of town. Tough‘s roommate, Ready, discovered the note and read it. Because Ready also owed Wimp a favor, he thought the note was intended for him. He went out immediately to look for Vic. In the meanwhile, Tough telephone Wimp from a distant city and Wimp told Tough what he wanted done to Vic. Tough agreed to administer the beating when he returned a month later. That same night Ready found Vic and beat him viciously. The next day Vic died from the beating.

Did Wimp commit the crime of soliciting Tough to do an unlawful act?",multiple-choice,"Yes, because Wimp’s note was intended for Tough.","Yes, because in the telephone conversation Wimp told Tough what he wanted done.","No, because at the time of the telephone conversation Tough was in a distant city.","No, because Ready beat Vic before Tough returned to the city.",,,1,,Crime
"89. Questions 87-90 are based on the following fact situation.

Wimp wanted to punish Vic, his enemy. Wimp wrote a note, intended for Tough, reminding Tough he owed Wimp a favor and asking him to administer a heating to Vic, but cautioning him to be careful so as not to cause Vic's death. Wimp left the unaddressed note at
Tough‘s apartment. Unknown to Wimp, Tough was out of town. Tough‘s roommate, Ready, discovered the note and read it. Because Ready also owed Wimp a favor, he thought the note was intended for him. He went out immediately to look for Vic. In the meanwhile, Tough telephone Wimp from a distant city and Wimp told Tough what he wanted done to Vic. Tough agreed to administer the beating when he returned a month later. That same night Ready found Vic and beat him viciously. The next day Vic died from the beating.

Was there a conspiracy to assault Vic?",multiple-choice,"Yes, between Wimp and Tough.","Yes, between Wimp and Ready.","Yes, among Wimp, Tough and Ready.",No.,,,1,,Crime
"90. Questions 87-90 are based on the following fact situation.

Wimp wanted to punish Vic, his enemy. Wimp wrote a note, intended for Tough, reminding Tough he owed Wimp a favor and asking him to administer a heating to Vic, but cautioning him to be careful so as not to cause Vic's death. Wimp left the unaddressed note at
Tough‘s apartment. Unknown to Wimp, Tough was out of town. Tough‘s roommate, Ready, discovered the note and read it. Because Ready also owed Wimp a favor, he thought the note was intended for him. He went out immediately to look for Vic. In the meanwhile, Tough telephone Wimp from a distant city and Wimp told Tough what he wanted done to Vic. Tough agreed to administer the beating when he returned a month later. That same night Ready found Vic and beat him viciously. The next day Vic died from the beating.

Is Wimp criminally liable for the death of Vic?",multiple-choice,"Yes, because Wimp is vicariously liable for Ready‘s acts.","Yes, because Wimp's acts were the cause in fact of Ready’s beating of Vic.","No, because Wimp did not intend that Ready administer the beating.","No, because Wimp did not intend to cause Vic‘s death.",,,2,,Crime
"91. Alma, a well-known literary critic, wrote a review of the latest book written by Bessy, a well—known author. In the review, Alma said that Bessy did not know how to use the English language and was dishonest in her expression of political and social views. Bessy has not suffered any pecuniary loss.

If Bessy asserts a claim against Alma based on defamation, Bessy will not recover",multiple-choice,"because Bessy is a well-known author.","because literary criticism is an expression of opinion.","unless Alma acted with reckless disregard of the truth.","if Bessy did not suffer any out-of-pocket loss.",,,3,,Torts
"92. Caster, who conducted an evening news broadcast on television, reported on one of his evening broadcasts that Teacher, an instructor in a private school in the community, was being discharged for incompetence. The fact was that Teacher was not being discharged for incompetence but was leaving to accept a better position at another school.

If Teacher asserts a claim against Caster based on defamation, Teacher will not prevail if Caster",multiple-choice,"used reasonable care to investigate the statement prior to his broadcast.","honestly believed the statement to be true at the time of his broadcast.","promptly retracted the statement upon learning of its falsity.","had no ill-will toward Teacher.",,,2,,Torts
"93. Owner parked his car in a parking lot owned and operated by Parker. When Owner returned to get his car, he found that it had been damaged.

If Owner asserts a claim against Parker for the damage to Owners car, Owner will recover",multiple-choice,"because Parker was a bailee for hire.","on the theory of trespass to chattel.","only if the car was damaged because of Parker's Negligence.","unless the damage was caused by the act of someone other than Parker.",,,3,,Torts
"94. Questions 94-98 are based on the following fact situation.

Daniel and Paul were involved in an automobile accident. Paul sued Daniel for $10,000 alleging that Daniel was negligent. Daniel’s liability depends on whether he had the green light at the time of the accident. Each party claims to have had the green light. Of the two other witnesses, one says that Paul had the green light. Before trial, Daniel offered Paul $5,000 to settle all claims arising from the accident. Paul accepted the offer.

Assume that before payment of the $5,000 and before dismissal of the suit, Daniel repudiates his promise to pay Paul $5,000. Paul sues for $5,000. What result?",multiple-choice,"Paul wins because the agreement was an enforceable compromise of a disputed claim.","Paul wins because Daniel's promise to pay $5,000 was enforceable without consideration.","Daniel wins because his promise was a mere executory accord.","Daniel wins because his promise was void as against public policy.",,,1,,Contracts
"95. Questions 94-98 are based on the following fact situation.

Daniel and Paul were involved in an automobile accident. Paul sued Daniel for $10,000 alleging that Daniel was negligent. Daniel’s liability depends on whether he had the green light at the time of the accident. Each party claims to have had the green light. Of the two other witnesses, one says that Paul had the green light. Before trial, Daniel offered Paul $5,000 to settle all claims arising from the accident. Paul accepted the offer.

Assume the same facts as in question 94 except that, instead of suing for $5,000, Paul prosecuted his $10,000 negligence action. Daniel defended on the ground that his liability, if any, has been replaced by his obligation on his $5,000 promise. What result on this defense?",multiple-choice,"Paul wins because the promise to pay $5,000 was void from the outset.","Paul wins because, after Daniel repudiated his promise, Paul had the option to sue on that promise or on the original claim.","Daniel wins because his promise was made in compromise of a disputed claim.","Daniel wins because his promise to pay $5,000 is enforceable without consideration.",,,2,,Contracts
"96. Questions 94-98 are based on the following fact situation.

Daniel and Paul were involved in an automobile accident. Paul sued Daniel for $10,000 alleging that Daniel was negligent. Daniel’s liability depends on whether he had the green light at the time of the accident. Each party claims to have had the green light. Of the two other witnesses, one says that Paul had the green light. Before trial, Daniel offered Paul $5,000 to settle all claims arising from the accident. Paul accepted the offer.

Assume that after Daniel promised to pay $5,000, Paul dismissed the negligence suit. Paul’s witness then admits to Daniel that he lied, and that the traffic light was green in Daniells favor. Paul did not know that the witness had lied- Daniel refused to pay Paul and Paul sued Daniel for $5,000. What result?",multiple-choice,"Daniel wins because his promise was a mere executory accord.","Daniel wins because the new evidence shows there was no consideration for Daniel‘s promise to pay $5,000.","Paul wins because the settlement was an accord and satisfaction.","Paul wins because he did not know the witness was lying when he accepted Daniel’s offer.",,,4,,Contracts
"97. Questions 94-98 are based on the following fact situation.

Daniel and Paul were involved in an automobile accident. Paul sued Daniel for $10,000 alleging that Daniel was negligent. Daniel’s liability depends on whether he had the green light at the time of the accident. Each party claims to have had the green light. Of the two other witnesses, one says that Paul had the green light. Before trial, Daniel offered Paul $5,000 to settle all claims arising from the accident. Paul accepted the offer.

Assume that after Daniel promised to pay the $5,000, Paul dismissed the negligence suit- Daniel was unable to pay the $5 ,000 and Paul threatened to sue Daniel. Upon learning these facts, Ted told Paul: “Daniel is an old friend of mine. If you will not sue him, I will pay you $5,000.” Paul said: “Okay,"" and did not file suit against Daniel. A week later, Ted repudiated his promise to Paul. Paul sued Ted for $5,000. What result?",multiple-choice,"Ted wins because there was no consideration for his promise.","Ted wins because Paul must sue Daniel before he can sue Ted.","Paul wins because his agreement to forebear suing Daniel is sufficient consideration for Ted's promise.","Paul wins because Ted's friendship with Daniel is sufficient consideration for Ted’s promise.",,,3,,Contracts
"98. Questions 94-98 are based on the following fact situation.

Daniel and Paul were involved in an automobile accident. Paul sued Daniel for $10,000 alleging that Daniel was negligent. Daniel’s liability depends on whether he had the green light at the time of the accident. Each party claims to have had the green light. Of the two other witnesses, one says that Paul had the green light. Before trial, Daniel offered Paul $5,000 to settle all claims arising from the accident. Paul accepted the offer.

Assume the same facts as in question 97, except that Ted defended on the ground of the Statute of Frauds. What result on this defense?

[Q 97: Assume that after Daniel promised to pay the $5,000, Paul dismissed the negligence suit- Daniel was unable to pay the $5 ,000 and Paul threatened to sue Daniel. Upon learning these facts, Ted told Paul: “Daniel is an old friend of mine. If you will not sue him, I will pay you $5,000.” Paul said: “Okay,"" and did not file suit against Daniel. A week later, Ted repudiated his promise to Paul. Paul sued Ted for $5,000. What result?]

",multiple-choice,"Ted wins because his promise was to pay an amount in excess of $500 and was not evidenced by a uniting signed by Ted. ","Ted wins because his promise was to pay the debt of another and was not evidenced by a writing signed by Ted.","Paul wins because Ted's promise was not one required to be evidenced by a writing signed by Ted.","Paul wins because his forbearance to sue Daniel constituted part performance.",,,3,,Contracts
"99. Questions 99-100 are based on the following fact situation.
 
Art talked Bob into giving him, Art, $200.00 to buy equipment to accomplish the burglary of a bakery and the theft of its receipts, in return for a one-quarter share of the proceeds. Art changed his mind after receiving the $200.00 from Bob and never bought the equipment or committed the burglary.

Did Art commit the crime of conspiracy to commit burglary?",multiple-choice,"Yes, when Art asked Bob for the money.","Yes, when Bob furnished the money to buy the equipment.","No, because Bob did not agree to take part in the burglary.","No, because Art never bought the equipment.",,,2,,Crime
"100. Questions 99-100 are based on the following fact situation.
 
Art talked Bob into giving him, Art, $200.00 to buy equipment to accomplish the burglary of a bakery and the theft of its receipts, in return for a one-quarter share of the proceeds. Art changed his mind after receiving the $200.00 from Bob and never bought the equipment or committed the burglary.

If Art did not return the $200 to Bob, did he commit a crime?",multiple-choice,"No, because the parties were in part delicate","Yes, larceny.","Yes, embezzlement.","Yes, obtaining by false pretenses.",,,3,,Crime
