Question,"Question Type (multiple-choice or multi-select)","Answer Option 1","Answer Option 2","Answer Option 3","Answer Option 4","Answer Option 5","Answer Option 6","Correct Response",Explanation,"Knowledge Area"
"By the terms of a written contract signed by both parties on January 15, a computer store agreed to sell a specific ICB personal computer to a customer for $3,000, and the customer agreed to pick up and pay for the computer at the store on February 1. The customer unjustifiably repudiated on February 1. Without notifying the customer, the store subsequently sold at private sale the same specific computer to a different buyer, who paid the same price ($3,000) in cash. The ICB is a popular product. The computer store can buy from the manufacturer more units than it can sell at retail.

If the store sues the customer for<b> breach of contract</b>, the store will probably recover",multiple-choice,"nothing, because it received a price on resale equal to the contract price that the customer had agreed to pay.","nothing, because the store failed to give the customer proper notice of the store's intention to resell.","the store's anticipated profit on the sale to the customer plus incidental damages, if any, because the store lost that sale.","$3,000 (the contract price), because the customer intentionally breached the contract by repudiation.",,,3,"Answer C is correct. Under the UCC, where the buyer has repudiated a contract the seller may, if resale is done in accordance with UCC rules (which among other things requires giving notice to buyer of any private resale), recover the difference between the contract price and the resale price, plus any incidental damages. In the alternative, the seller may recover the difference between the contract price and the market price at the time for tender. Where the market formula of damages is inadequate, the seller may recover its lost profit on the sale (plus incidental damages), if the seller can demonstrate that it could have profitably made the extra sale had the contract gone forward (i.e., that it is a ""lost volume"" seller). When the customer repudiated the contract to buy the computer from the store, the store resold the computer to a different buyer for the same contract price. Because the store did not give notice of resale to the customer, it may not rely on the resale formula in calculating damages, but this will have no effect on damages because the resale and the contract price are the same. But because the store can obtain more units than it can sell at retail, this suggests that the store is a ""lost volume"" seller and therefore can recover the profit it expected to earn on the contract, plus incidental damages.

A is incorrect because the UCC allows recovery of lost profit, as explained above. B is incorrect because failure to give notice of resale does not completely cut off the seller's right to recover damages. D is incorrect because the UCC formula requires subtracting from the contract price the value of the good to be sold (regardless of the nature of the repudiation).",Remedies
"On July 18, a shovel manufacturer received an order for the purchase of 500 snow shovels from a wholesaler. The wholesaler had mailed the purchase order on July 15. The order required shipment of the shovels no earlier than September 15 and no later than October 15. Typed conspicuously across the front of the order form was the following: ""[the wholesaler] reserves the right to cancel this order at any time before September 1."" The manufacturer's mailed response, saying ""We accept your order,"" was received by the wholesaler on July 21.

As of July 22, which of the following is an accurate statement as to whether a <b>contract was formed</b>?",multiple-choice,"No contract was formed, because of the wholesaler's reservation of the right to cancel.","No contract was formed, because the wholesaler's order was only a revocable offer.","A contract was formed, but prior to September 1 it was terminable at the will of either party.","A contract was formed, but prior to September 1 it was an option contract terminable only at the will of the wholesaler.",,,1,"Answer A is correct. A promise is not consideration to support a return promise if by its terms the promisor unconditionally reserves the right of alternative performances, such as reserving the right to cancel an order. Such a promise is an illusory promise. When the wholesaler reserved the right to cancel the order at any time before September 1, this meant that as of July 22, the wholesaler gave only an illusory promise to purchase the shovels. Therefore, as of that time the contract was not enforceable against either party.

B is incorrect because, in general, offers are revocable and a contract may be formed as long as an offer is not actually revoked. Because there is no indication in the fact pattern that the offer was revoked, a valid contract may have been formed. C is incorrect because a contract was not formed as of July 22 and because only the wholesaler reserved the right to terminate. D is incorrect because a contract was not formed as of July 22 and because the facts do not suggest that the manufacturer gave the wholesaler an option.","Formation of Contracts"
"A landowner owned a vacant lot known as Richacre. The landowner entered into a written contract with a buyer stating the landowner was to build a house of stated specifications on Richacre and then sell the house and lot to the buyer. The contract provided for an ""inside date"" of April 1, 2007 and an ""outside date"" of May 1, 2007, for completion of the house and delivery of a deed. Neither party tendered performance on the dates stated. On May 3, 2007, the buyer notified the landowner in writing of the buyer's election to cancel the contract because of the landowner's failure to deliver title by May 1. On May 12, the landowner notified the buyer that some unanticipated construction difficulties had been encountered but that the landowner was entitled to a reasonable time to complete. The notification also included a promise that the landowner would be ready to perform by May 29, and he was setting that date as an adjourned closing date. The landowner obtained a certificate of occupancy and appropriate documents of title, and he tendered performance on May 29. The buyer refused. The landowner brought an action to <b>recover damages for breach of contract</b>. Which of the following would most affect the outcome?",multiple-choice,"The landowner acted with due diligence in completing the house.","The buyer can prove actual ""undue hardship"" caused by the delay.","The expressions ""inside date"" and ""outside date"" are construed to make time of the essence.","The buyer makes a showing of good faith in his effort to terminate the contract.",,,3,"C is correct. If this language is construed as making time of the essence, it becomes an express condition to the buyer's obligation to pay. The landowner's failure to meet this condition would discharge the buyer's duty to perform.

A is incorrect. Acting with due diligence will not excuse the failure to perform on time if the nature of the contract makes timely performance essential. B is incorrect. Proving the delay created an undue hardship on the buyer would not be a factor in determining if the failure of the landowner to provide timely performance was a material breach of the contract. D is incorrect. The buyer's right to terminate is dependent upon whether the breach was material. The existence of good faith in the builder's efforts to terminate is irrelevant as there is no evidence that the buyer attempted to frustrate timely completion.","Performance, Breach, and Discharge"
"A victim, injured by a driver in an auto accident, employed an attorney to represent him in the matter. The victim was chronically insolvent and expressed doubt whether he could promptly get necessary medical treatment. Accordingly, the attorney wrote into their contract his promise to the victim ""to pay from any settlement with the driver compensation to any physician who provides professional services for the victim's injuries."" The contract also provided that the attorney's duties were ""non-assignable."" The attorney immediately filed suit against the driver. The victim then sought and received medical treatment, reasonably valued at $1,000, from a doctor, but failed to inform the doctor of the attorney's promise.

After receiving a bill from the doctor for $1,000, the victim immediately wrote doctor explaining that he was unable to pay and enclosing a copy of his contract with the attorney.

The victim then asked the attorney about payment of this bill, but the attorney requested a release from their employment contract, stating that he would like to refer the victim's claim to a colleague and that the colleague was willing to represent the victim in the pending lawsuit. The victim wrote a letter to the attorney releasing him from their contract and agreeing to the colleague's representation. A copy of this letter was sent to the doctor. The colleague subsequently promised the attorney to represent the victim and soon negotiated a settlement of the victim's claim against the driver which netted $1,000, all of which was paid by the victim to creditors other than the doctor. The victim remains insolvent.

In an action by the doctor against the victim to recover $1,000, the doctor's <b>best theory of recovery </b>is that the doctor",multiple-choice,"is a creditor beneficiary of the employment contract between the victim and the attorney.","is a donee beneficiary of the employment contract between the victim and the attorney.","provided services essential to the preservation of victim's health.","has a claim based upon an implied-in-fact contract with the victim.",,,4,"Answer D is correct. An implied-in-fact contract is a type of enforceable contract, but one that is based on a tacit rather than an express promise. An implied-in-fact promise may be inferred from parties' conduct, such as where services are rendered by one person to another under circumstances where it may fairly be presumed that the parties understood that compensation would be paid. The doctor is entitled to recover payment from the victim on an implied-in-fact contract theory, since the victim implicitly agreed to pay for services rendered when the victim sought and received medical treatment from the doctor.

A and B are incorrect because the promise to pay in that agreement was made by the attorney and not by the victim. C is incorrect because this fact alone would not give rise to an obligation to pay for the services.","Formation of Contracts"
"A developer, needing a water well on one of his projects, met several times about the matter with a well driller. Subsequently, the well driller sent a developer an unsigned typewritten form captioned ""WELL DRILLING PROPOSAL"" and stating various terms the two had discussed but not agreed upon, including a ""proposed price of $5,000."" The form concluded, ""This proposal will not become a contract until signed by you [the developer] and then returned to and signed by me [the well driller].""

The developer signed the form and returned it to the well driller, who neglected to sign it but promptly began drilling the well at the proposed site on the developer's project. After drilling for two days, the well driller told the developer during one of the developer's daily visits that he would not finish unless the developer would agree to pay twice the price recited in the written proposal. The developer refused, the well driller quit, and the developer hired substitute to drill the well to completion for a price of $7,500.

In an action by the developer against the well driller for damages, which of the following is the probable decision?",multiple-choice,"The developer wins, because his signing of the well driller's form constituted an acceptance of an offer by the well driller.","The developer wins, because the well driller's commencement of performance constituted an acceptance by the well driller of an offer by the developer and an implied promise by the well driller to complete the well.","The well driller wins, because he never signed the proposal as required by its terms.","The well driller wins, because his commencement of performance merely prevented the developer from revoking his offer, made on a form supplied by the well driller, and did not obligate the well driller to complete the well.",,,2,"Answer B is correct. An offer is a manifestation of a willingness to bargain that creates a capacity in the offeree to form a contract by consent. Since the form that the well driller sent to the developer stated that the proposal would not be a contract until signed by both parties, it is not an offer because it does not manifest an intent to conclude a contract upon mere signing by the developer. However, after the developer signed the form, the form became an offer that the well driller could accept either by signing the form or by manifesting assent in some other way (such as by commencing performance).

A is incorrect because the developer's signing of the form amounted to an offer and not an acceptance. C is incorrect because the well driller manifested assent by commencing performance. D is incorrect because the offer sought a return promise, which the well driller implicitly made by commencing performance.","Formation of Contracts"
"A seller and a buyer entered into a written agreement providing that the seller was to deliver 1,000 cases of candy bars to the buyer during the months of May and June. Under the agreement, the buyer was obligated to make a selection by March 1 of the quantities of the various candy bars to be delivered under the contract. The buyer did not make the selection by March 1, and on March 2 the seller notified the buyer that because of the buyer's failure to select, the seller would not deliver the candy bars. The seller had all of the necessary candy bars on hand on March 1 and made no additional sales or purchases on March 1 or March 2. On March 2, after receiving the seller's notice that it would not perform, the buyer notified the seller of its selection and insisted that the seller perform. The seller refused.

If the buyer sues the seller for breach of contract, is the buyer likely to prevail?",multiple-choice,"No, because a contract did not exist until the buyer selected the specific candy bars, and the seller withdrew its offer before selection.","No, because the buyer's selection of the candy bars by March 1 was an express condition to the seller's duty to perform.","Yes, because a delay of one day in making the selection did not have a material effect on the seller.","Yes, because upon the buyer's failure to make a selection by March 1, the seller had a duty to make a reasonable selection.",,,3,"Answer A is incorrect. UCC § 2-311(1) specifically rejects the notion that a contract that is otherwise sufficiently definite is invalid because the agreement fails to specify the assortment of goods to be delivered to the buyer. 

Answer B is incorrect. The buyer's selection of candy bars was a constructive condition to the seller's performance obligation. However, the buyer's delay of one day in making the selection did not invalidate the contract because it did not have a material impact on the seller's performance. UCC § 2-311 

Answer C is correct. UCC § 2-311 imposes a duty on a buyer to cooperate by specifying the assortment of goods where the contract fails to so provide. A seller can treat a buyer's failure to specify as a breach only if the buyer's failure to specify materially impacts the seller's performance. The seller had an available supply of candy bars and had entered into no new contracts. These facts support the conclusion that the buyer's failure to select did not materially impact the seller's performance. Therefore the seller unjustifiably refused to accept the buyer's selection of goods. UCC § 2-311. 

Answer D is incorrect. The right of the seller to select is merely one of the options available to the seller when the buyer's failure to select has a material impact on the seller's performance. In this case, however, the buyer's failure to select did not have a material impact on the seller's performance, and the buyer should still have had the opportunity to select an assortment of candy bars on March 2. UCC § 2-311(3).","Performance, Breach, and Discharge"
"On March 1, a seller orally agreed to sell his land, Homestead, to a buyer for $46,000 to be paid on March 31. The buyer orally agreed to pay $25,000 of the purchase price to a creditor of the seller in satisfaction of a debt which the seller said he had promised to pay the creditor.

On March 10, the buyer dictated the agreement to his secretary but omitted all reference to the payment of the $25,000 to the creditor. In typing the agreement, the secretary mistakenly typed $45,000 rather than $46,000 as the purchase price. Neither the buyer nor the seller carefully read the writing before signing it on March 15. Neither noticed the error in price and neither raised any question concerning omission of the payment to the creditor.

In an action by the creditor against the buyer for $25,000, which of the following, if proved, would best serve the buyer as a defense?",multiple-choice,"There was no consideration to support the seller's antecedent promise to pay the creditor the $25,000.","On March 5, before the creditor was aware of the oral agreement between the seller and the buyer, the seller agreed with the buyer not to pay any part of the purchase price to the creditor.","Whatever action the creditor may have had against the buyer was barred by the statute of limitations prior to March 1.","Before he instituted his action against the buyer, the creditor had not notified either the buyer or seller that he had accepted the buyer-seller arrangement for paying the creditor.",,,2,"B is correct. A third party acquires standing to enforce a promise only if that party is an intended beneficiary of the promise. The promisor and promisee retain the power to modify or discharge a duty owed to an intended beneficiary until the beneficiary's rights vest. The beneficiary's rights will vest if he manifests assent to or materially changes his position in justifiable reliance on the promise before receiving notice of the discharge. Since the promise at issue is the buyer's promise to pay $25,000 ""to the creditor,"" the creditor is an intended beneficiary because the performance flows directly to him. However, if the buyer and seller later agree not to pay any of the purchase price to the creditor before the creditor was aware of the contract, that agreement would be effective in discharging the creditor's rights as an intended beneficiary because those rights would not have vested.

A is incorrect. What matters is whether the buyer's promise is supported by consideration (which it was); it is irrelevant whether the seller's promise to the creditor was so supported. C is incorrect. The creditor's rights as an intended beneficiary is based on an agreement that was only effective on March 1. The statute of limitations does not run on a third-party claim simply because the contract is completed. D is incorrect. Bringing suit to enforce the promise causes the rights to vest; no other notification is necessary.","Third-Party Rights"
"A new business enterprise about to commence the manufacture of clothing, entered into a written agreement to purchase all of its monthly requirements of a certain elasticized fabric for a period of three years from a fabric company at a specified unit price, and agreed upon delivery and payment terms. The agreement also provided:
1. The parties covenant not to assign this contract.

2. Payments coming due hereunder for the first two months shall be made directly by the new business enterprise to the creditor of the fabric company.
The fabric company promptly made an ""assignment of the contract"" to a finance company as security for a $100,000 loan. The new enterprise subsequently ordered, took delivery of, and paid the fabric company the agreed price ($5,000) for the new enterprise's requirement of the fabric for the first month of its operation.

Assume that the assignment from the fabric company to the finance company was effective, and that the new enterprise was unaware of the assignment when it paid the fabric company the $5,000. Which of the following is correct?",multiple-choice,"The new business enterprise is liable to the finance company for $5,000.","The fabric company is liable to the finance company for $5,000.","The new business enterprise and the fabric company are each liable to the finance company for $2,500.","Neither the new business enterprise nor the fabric company is liable to the finance company for any amount.",,,2,"Answer B is correct. The fabric company was required to provide clear and adequate notice to the business enterprise of the assignment to the finance company before the business enterprise made payment. A and C are incorrect because when the business enterprise paid the fabric company before receiving notice of the assignment, the business enterprise's obligation was discharged. D is incorrect because an effective assignment by the fabric company to the finance company resulted in the finance company's standing in the place of the fabric company for receipt of payment. The anti-assignability clause in the contract between the business enterprise and the fabric company took away the fabric company's right to assign, but not its ability to assign.","Third-Party Rights"
"A testator, whose nephew was his only heir, died leaving a will that gave his entire estate to charity. The nephew, knowing full well that the testator was of sound mind all of his life, and having no evidence to the contrary, nevertheless filed a suit contesting the testator's will on the ground that the testator was incompetent when the will was signed. The testator's executor, offered the nephew $5,000 to settle the suit, and the nephew agreed.

If the executor then repudiates the agreement and the foregoing facts are proved or admitted in the nephew's suit against the executor for breach of contract, is the nephew entitled to recover under the prevailing view?",multiple-choice,"Yes, because the nephew-executor agreement was a bargained for exchange.","Yes, because the law encourages the settlement of disputed claims.","No, because the nephew did not bring the will contest in good faith.","No, because an agreement to oust the court of its jurisdiction to decide a will contest is contrary to public policy.",,,3,"Answer C is correct. The nephew did not provide consideration when he agreed to settle his claim against the testator's estate because he knew that he was surrendering an invalid claim. Answer A is incorrect because although the nephew bargained for the settlement, he knew he was not agreeing to surrender any right at the time he entered into the agreement. Answer B is incorrect because although the law encourages settlement, it does so when the settlement is undertaken based upon the good faith belief that the party is relinquishing a valid claim. Answer D is incorrect because parties can modify legal rights and settle disputes so long as they do so in good faith.","Formation of Contracts"
"The owner of a fleet of taxis contracted with a dealer in petroleum products for the purchase and sale of the taxi fleet owner's total requirements of gasoline and oil for one year. As part of that agreement, the petroleum dealer also agreed with the taxi fleet owner that for one year the petroleum dealer would place all his advertising with the taxi fleet owner's wife who owned her own small advertising agency. When the wife was informed of the owner-dealer contract, she declined to accept an advertising account from the soap company because she could not handle both the petroleum dealer and the soap company accounts during the same year.

During the first month of the contract, the taxi fleet owner purchased substantial amounts of his gasoline from a supplier other than the petroleum dealer, and the petroleum dealer thereupon notified the wife that he would no longer place his advertising with her agency.

In an action against the petroleum dealer for breach of contract, the wife probably will",multiple-choice,"succeed, because she is a third-party beneficiary of the owner-dealer contract.","succeed, because the taxi fleet owner was acting as the wife's agent when he contracted with the petroleum dealer.","not succeed, because the failure of a constructive condition precedent excused the petroleum dealer's duty to place his advertising with the wife.","not succeed, because the wife did not provide any consideration to support the petroleum dealer's promise to place his advertising with her.",,,3,"C is correct. Under the doctrine of constructive conditions, where one performance will take a period of time to complete while the other can be completed in an instant, completion of the longer performance is a condition precedent to the shorter performance. A party's obligation to perform a contractual duty is excused if the other party fails to satisfy a condition precedent. Implicit in a requirements contract for the purchase and sale of a good is the buyer's obligation to purchase all of its requirements for the good exclusively from the seller for the duration of the contract. Because the taxi fleet owner agreed to purchase its total requirements for gasoline and oil from the petroleum dealer for one year, its purchase of substantial amounts of gasoline from a competitor amounted to a material breach, thereby justifying the petroleum dealer's repudiation of its obligation to place advertising with the wife.

A is incorrect. Even if the wife was an intended beneficiary, the petroleum dealer can raise any defense against her that he can raise against the taxi fleet owner (i.e., that the taxi fleet owner committed a material breach). B is incorrect. The facts show that only the taxi fleet owner was party to the contract with the petroleum dealer; the wife was, if anything, only an incidental beneficiary. D is incorrect. The consideration supporting the petroleum dealer's obligation to the wife was the taxi fleet owner's promise pursuant to the requirements contract.","Performance, Breach, and Discharge"
"A new business enterprise about to commence the manufacture of clothing, entered into written agreement to purchase all of its monthly requirements of a certain elasticized fabric for a period of three years from a fabric company at a specified unit price, and agreed upon delivery and payment terms. The agreement also provided:
1. The parties covenant not to assign this contract.

2. Payments coming due hereunder for the first two months shall be made directly by the new business enterprise to the creditor of the fabric company.
The fabric company promptly made an ""assignment of the contract"" to a finance company as security for a $100,000 loan. The new enterprise subsequently ordered, took delivery of, and paid the fabric company the agreed price ($5,000) for the new enterprise's requirement of the fabric for the first month of its operation.

Which of the following accurately states the legal effect of the covenant not to assign the contract?",multiple-choice,"The covenant made the assignment to the finance company ineffective.","The covenant had no legal effect.","The fabric company's assignment was a breach of its contract with the new enterprise but was nevertheless effective to transfer the fabric company's rights against the new enterprise to the finance company.","By normal interpretation, a covenant against assignment in a sale-of-goods agreement applies only to the buyer, not the seller.",,,3,"Answer C is correct. The fabric company breached the contract because it contained an express prohibition of assignment of rights. A prohibition against the assignment of a contract takes away the assignor's right to assign, not the assignor's power to assign. If an assignment is made in breach of an express contractual provision, the obligor (the business enterprise) has a right to damages for the breach, but this right does not render the assignment ineffective unless the assignee (the finance company) knew of the prohibition. For this reason, A is incorrect. Note: a prohibition against assignment is not the same as an invalidation of an assignment. In the latter situation, if a contractual provision renders an assignment void, the assignor has neither the right nor the power to assign the contract.

B is incorrect because the covenant does allow the business enterprise to sue for damages for breach of the covenant. D is incorrect because covenants against assignment can apply to either the buyer or seller, and the express terms of the agreement preclude both parties from assigning the contract.","Third-Party Rights"
"A restaurant supplier sent a letter to a regular customer offering to sell the customer an industrial freezer for $10,000. Two days later, the customer responded with a letter that stated: ""<b>I accept your offer</b> on the condition that you provide me with a warranty that the freezer is merchantable."" In response to the customer's letter, the supplier called the customer and stated that the<b> offer was no longer open</b>. The supplier promptly sold the freezer to another buyer for $11,000. 

If the customer sues the supplier for breach of contract, is the customer likely to prevail?",multiple-choice,"No, because the customer's letter added a term, making it a counteroffer.","No, because the subsequent sale to a bona fide purchaser for value cut off the claims of the customer.","Yes, because the customer's letter was an acceptance of the supplier's offer, since the warranty of merchantability was already implied in the sale.","Yes, because the supplier's letter was a firm offer that could not be revoked for a reasonable time.",,,3,"A is Incorrect. It is true that a purported acceptance that is conditioned on an offeror's assent to a term additional to or different from the terms contained in an offer is a counteroffer. In this case, however, the customer's letter constituted an acceptance rather than a counteroffer. Under UCC § 2-314, a warranty of merchantability is implied in every contract for the sale of a good by a seller who is a merchant with respect to goods of that kind. Therefore, the condition contained in the customer's letter merely stated a term that was already implied in the sale. A contract arose when the customer mailed its letter accepting the offer. Accordingly, the supplier's attempted revocation of its offer was ineffective, and its sale of the freezer to the third party breached its contract with the customer. 

B is Incorrect. Under some circumstances, the sale of goods to a bona fide purchaser may cut off the claims of other parties. In this case, however, the dispositive issue is whether the customer's letter in response to the supplier's offer constituted an acceptance or a counteroffer. Under UCC § 2-314, a warranty of merchantability is implied in every contract for the sale of a good by a seller who is a merchant with respect to goods of that kind. Therefore, the condition contained in the customer's letter merely stated a term that was already implied in the sale. A contract arose when the customer mailed its letter accepting the offer. Accordingly, the supplier's attempted revocation of its offer was ineffective, and its sale of the freezer to the third party breached its contract with the customer. 

C is Correct. It is true that a purported acceptance that is conditioned on an offeror's assent to a term additional to or different from the terms contained in an offer is a counteroffer. In this case, however, the customer's letter constituted an acceptance rather than a counteroffer. Under UCC § 2-314, a warranty of merchantability is implied in every contract for the sale of a good by a seller who is a merchant with respect to goods of that kind. Therefore, the condition contained in the customer's letter merely stated a term that was already implied in the sale. A contract arose when the customer mailed its letter accepting the offer. Accordingly, the supplier's attempted revocation of its offer was ineffective, and its sale of the freezer to the third party breached its contract with the customer. 

D is Incorrect. The supplier's letter did not create a firm offer because it failed to give assurance that the offer would be held open, a principal requirement of a firm offer under UCC § 2-205. The dispositive issue here is whether the customer's response to the supplier's offer constituted an acceptance or a counteroffer. Under UCC § 2-314, a warranty of merchantability is implied in every contract for the sale of a good by a seller who is a merchant with respect to goods of that kind. Therefore, the condition contained in the customer's letter merely stated a term that was already implied in the sale. A contract arose when the customer mailed its letter accepting the offer. Accordingly, the supplier's attempted revocation of its offer was ineffective, and its sale of the freezer to the third party breached its contract with the customer.","Performance, Breach, and Discharge"
"In financial straits and needing $4,000 immediately, a nephew asked his uncle for a $4,000 loan. The uncle said that he would lend the money to the nephew only if the nephew's mother would <b>""guarantee"" the loan</b>. At the nephew's suggestion, the uncle then telephoned the nephew's mother, told her about the loan, and asked if she would guarantee it. She replied, ""Yes. Lend my son the $4,000, and I'll repay it if he doesn't."" The uncle then lent $4,000 to the nephew, and the nephew orally agreed to repay that amount in six weeks. The next day, the nephew's mother wrote to him and concluded her letter with the words, ""Son, I was happy to do you a favor by <b>promising your uncle</b> I would repay your six-week $4,000 loan if you don't. /s/ Mother."" Neither the nephew nor his mother repaid the loan when it came due, and the uncle sued the mother for breach of contract. In that action, the mother raised the statute of frauds as her only defense.

Will the mother's statute-of-frauds defense likely be successful?",multiple-choice,"No, because the amount of the loan was less than $5,000.","No, because the mother's letter satisfies the statute-of-frauds requirement.","Yes, because the mother's promise to the uncle was oral.","Yes, because the nephew's promise to the uncle was oral.",,,2,"Answer B is correct. The statute of frauds requires that promises to answer for the debt of another be made in writing. But the memorandum sufficient to satisfy the statute needn't be written at the time of the making of the promise, nor need it be a writing addressed to the promisee. In this case, the mother's letter to her son, the nephew, satisfies the requirement of the statute of frauds. Thus, Answer B is correct, and Answer C is incorrect.

Answer A is incorrect. The amount of the loan is irrelevant here. The writing requirement arises under the suretyship provision of the statute of frauds. A person selecting this answer might be thinking of the $500 limit which may trigger a writing requirement in cases involving sales of goods under the UCC. The UCC does not apply here, since this is not a sale of goods. As to the enforceability of the mother's promise, the statute of frauds requires a writing in cases of promises to answer for the debt of another. As explained above, the letter written by the mother to her son, the nephew, is sufficient to satisfy the statute of frauds.

Answer D is incorrect. The issue in this case is not the enforceability of the nephew's promise, but the enforceability of the mother's promise. And even if the issue did involve the nephew's promise, there is no statute of frauds requirement that a promise to repay a debt be in writing. As to the enforceability of the mother's promise, the statute of frauds requires a writing in cases of promises to answer for the debt of another. As explained above, the letter written by the mother to her son, the nephew, is sufficient to satisfy the statute of frauds.","Defenses to Enforceability"
"On July 15, in a writing signed by both parties, a fixture company agreed to deliver to a druggist on August 15 five storage cabinets from inventory for a total price of $5,000 to be paid on delivery. On August 1, <b>the two parties orally agreed to postpone the delivery date to August 20</b>. On August 20, the fixture company tendered the cabinets to the druggist, who refused to accept or pay for them on the ground that they were not tendered on August 15, even though they otherwise met the contract specifications.

Assuming that all appropriate defenses are seasonably raised, will the fixture company succeed in an action against the druggist for breach of contract?",multiple-choice,"Yes, because neither the July 15 agreement nor the August 1 agreement was required to be in writing.","Yes, because the August 1 agreement operated as a waiver of the August 15 delivery term.","No, because there was no consideration to support the August 1 agreement.","No, because the parol evidence rule will prevent proof of the August 1 agreement.",,,2,"Answer B is correct. A waiver is an excuse of the nonoccurrence or delay of a condition to fulfill a duty. Under the UCC, consideration is not required for a valid waiver. When the fixture company and the druggist agreed to postpone their delivery date under the contract from August 15 to August 20, in effect the druggist waived a non-material term of the agreement and the waiver was enforceable even without consideration. The druggist, therefore, was not justified in refusing to accept or to pay for the cabinets.

A is incorrect because the July 15 agreement falls within the UCC Statute of Frauds, which requires a signed writing in order to enforce a contract for the sale of goods of $500 or more. C is incorrect because the waiver did not require consideration to be effective. D is incorrect because the parol evidence rule does not apply to promises made after the adoption of a final written contract.","Performance, Breach, and Discharge"
"A father had made a legally binding promise to furnish his son and his son's fiancée a house on their wedding day, planned for June 10, 2002. Pursuant to that promise, the father telephoned his old contractor-friend on May 1, 2001, and made the following oral agreement--each making full and accurate written notes thereof: The contractor was to cut 30 trees into fireplace logs from a specified portion of a certain one-acre plot owned by the father, and the father was to pay therefore $20 per tree. The contractor agreed further to build a house on the plot conforming to the specifications of Plan OP5 published by Builders, Inc. for a construction price of $18,000. The father agreed to make payments of $2,000 on the first of every month for nine months beginning August 1, 2001, upon monthly presentation of certificate by Builders, Inc. that the specifications of Plan OP5 were being met. The contractor delivered the cut logs to the father in July 2001, when he also began building the house. The father made three $2,000 payments for the work done in July, August, and September 2001, without requiring a certificate. The contractor worked through October, but no work was done from November 1, 2001, to the end of February 2002, because of bad weather, and the father made no payments during that period. The contractor did not object. On March 1, 2002, the contractor demanded payment of $2,000, but the father refused on the grounds that no construction work had been done for four months and Builders had issued no certificate.<b> The contractor thereupon abandoned work and repudiated the agreement.</b> Assuming that the <b>contractor committed a total breach on March 1, 2002</b>, what would be the probable <b>measure of the father's damages</b> in an action against the contractor for breach of contract?",multiple-choice,"Restitution of the three monthly installments paid in August, September, and October.","What it would cost to get the house completed by another contractor, minus installments not yet paid to the contractor.","The difference between the market value of the partly built house, as of the time of the contractor's breach, and the market value of the house if completed according to specifications.","In addition to other legally allowable damages, an allowance for the father's mental distress if the house cannot be completed in time for his son's wedding on June 10, 2002.",,,2,"B is correct. The father is entitled to damages representing the reasonable cost of completion, which is an amount equal to what another contractor would require to complete performance minus what the father should have paid to the contractor for the performance already completed.

A is incorrect. When a party is in total breach of contract, the injured party has a right to damages based upon his expectation interest.

C is incorrect. If the father were to elect a damage recovery based upon the loss in value to him, the damages would be calculated by measuring the diminution in the market price of the property and not by measuring the expected market value if the contract had been properly completed.

D is incorrect. The contractor's breach of contract did not also include a tort or bodily harm and the contract was not the type of agreement for which emotional distress was a particularly likely result because it was geared toward economic loss.",Remedies
"On June 1, a seller and a buyer contracted in writing for the sale and purchase of the seller's cattle ranch (a large single tract) and to close the transaction on December 1.

On October 1, the buyer told the seller, ""I'm increasingly unhappy about our June 1 contract because of the current cattle market, and do not intend to buy your ranch <b>unless I'm legally obligated to do so</b>.""

If the seller sues the buyer on October 15 for breach of contract, the seller will probably",multiple-choice,"win, because the buyer committed a total breach by anticipatory repudiation on October 1.","win, because the buyer's October 1 statement created reasonable grounds for the seller's insecurity with respect to the buyer's performance.","lose, because the parties contracted for the sale and conveyance of a single tract, and the seller cannot bring suit for breach of such a contract prior to the agreed closing date.","lose, because the buyer's October 1 statement to the seller was neither a repudiation nor a present breach of the June 1 contract.",,,4,"Answer D is correct. Under the doctrine of anticipatory repudiation, an unequivocal statement of unwillingness or inability to perform a future contractual obligation, if material, may be treated as a total breach of that obligation and give rise to a right to immediately recover damages for that breach. In order to amount to a repudiation, however, the statement must be unequivocal; a statement that merely expresses doubt over a party's ability or willingness to perform is not sufficient. The buyer's October 1 statement to the seller that he did not intend to buy the ranch unless legally obligated to do so may have given rise to insecurity over his willingness to perform the contract, but it was not a repudiation. Nor was it a breach, since performance was not due until December 1.

A is incorrect because the buyer's statement was not a clear manifestation of a prospective unwillingness to close the contract on December 1. B is incorrect because grounds for insecurity are not alone sufficient to entitle the seller to treat the contract as breached. Although C is partially correct in that the buyer's obligation is not due until the closing date, the seller could have brought suit on October 15 if the buyer's statement had been sufficiently unequivocal to amount to a repudiation of the contract.","Performance, Breach, and Discharge"
